102308
2 9 31 126 Retail–DrugStores .. –4.3–1.4
3 3 3 90 Mdcal–Outpnt/HmCr 95 –15.3–4.7
4 4 11 185 Insurance–Brokers 88 –14.7–2.6
5 8 4 22 Elec–MilitarySystems 93 –2.0–2.4
6 2 14 178 ComptrSftwr–Mdcl 96 –25.3–2.5
7 1 2 152 Retail–Discnt&Vari .. +11.5–3.7
8 10 7 143 CommlSvcs–Schools 97 –13.1–3.9
9 5 1 83 Medical–Genetics .. –17.4–4.1
10 16 39 51 Soap&ClngPreparat .. –7.2–3.9
11 11 75 79 Banks–Southeast 88 –20.5–3.2
12 21 33 31 Food–MscPrparation 92 –16.2–2.6
13 14 13 66 Medical–Products 92 –24.8–4.5
14 15 6 61 Medical–Biomed/Bth 92 –24.8–3.3
15 7 34 111 Banks–Wst/Sthwst 88 –27.8–3.4
16 30 60 63 Mdcal–Drg/Dvrsified .. –6.2–3.7
17 28 24 73 Medical–EthicalDrgs 85 –28.3–4.6
18 25 69 52 Utility–GasDstribtn 85 –20.5–3.9
19 44 130 94 Retail–Spr/MiniMkts 89 –27.2–4.3
20 20 91 48 Banks–Midwest 85 –21.9–3.9
39 23 12 40 Mdical/Dntal–Srvcs 88 –39.5 –2.7
40 84 156 57 CommlSvcs–Hlthcre .. –38.4 –3.7
41 119 153 70 FnancepblInvFdbnd .. –23.9 –0.9
42 49 61 36 CmmlSvcs–Cnsltng 89 –32.3 –3.0
43 31 5 20 Leisr–Tys/Gms/Hbby .. –20.6 –4.3
44 51 81 86 Apparel–Shoes&Rel 83 –41.3 –4.1
45 26 65 103 InvstmntBrokers 84 –54.3 –4.5
46 35 89 191 Mdical–HlthMntOrg 82 –51.0 –3.2
47 50 10 84 RetlWhsleBldgPrds 88 –19.7 –3.4
48 47 104 65 Mdcal–WhlsleDrg 84 –30.2 –4.0
49 73 117 97 HsholdofficFurnitr .. –47.4 –3.6
50 92 168 6 Oil&Gas–USRoyalty 84 –14.8 –1.0
51 22 29 142 Mdcal–NrsngHmes 88 –46.8 –4.4
52 72 94 157 Telecom–WirlssEqp 78 –42.9 –3.0
53 63 116 117 Medical/Dntal–Sppls 88 –34.4 –3.4
54 66 43 77 Rtail/Whlsle–At/Prts 83 –36.8 –2.9
55 43 49 67 Retail–MjrDscChns .. –30.0 –2.9
56 76 67 62 Househld–Applncs .. –38.4 –4.7
57 34 59 58 Cmpter–TechSrvcs 87 –31.7 –2.5
58 75 111 49 Beverages–Alcoholic 77 –28.6 –3.3
59 91 28 7 Transportation–Rail 93 –5.6 –2.5
60 71 19 50 Rtail–HmeFrnshngs .. –30.1 –3.1
61 90 15 11 Trnsportation–Trck 78 –23.6 –3.3
62 19 9 55 Rtail–Clthing/Shoe 82 –41.8 –3.5
63 48 22 188 Comptr–PrphrlEqp .. –32.4 –1.4
64 45 16 10 Bldg–A/C&HeatingP 76 –21.2 –3.5
65 57 35 53 ComptrSftwr–Entr 84 –48.4 –3.0
66 86 76 25 Containers 80 –34.9 –2.6
67 55 100 182 Telecom–Services 76 –51.5 –4.7
68 103 127 164 Leisre–Mvies&Rel 52 –40.5 –5.6
69 142 174 75 Oil&Gas–Trnsprt/Pip 85 –35.8 –1.1
70 46 54 47 FnancialSrvcs–Misc 80 –52.6 –5.2
71 67 83 69 FuneralSvcs&Rel .. –33.5 –3.5
72 52 63 72 Finance–Reit .. –39.8 –5.3
73 187 187 190 Textile–Mill/Hsehold .. –68.7 –1.2
74 99 56 3 Bldg–Rsidnt/Comml 52 –17.9 –4.1
75 65 27 18 Chemicals–Specialty 75 –39.8 –2.9
76 80 38 193 Compter–Netwrking 79 –50.0 –4.0
77 123 123 170 ComptrSftwr–Scrity .. –45.9 –2.7
78 39 73 127 Insurance–Life 69 –38.5 –0.9
79 54 112 105 Retail–Restaurants 83 –48.9 –2.7
80 135 143 133 Retail–MailOrder&Di .. –48.7 –1.9
81 83 87 98 Elec–Scntific/Msrng 79 –41.8 –2.7
82 61 32 171 Bldg–Paint&Allied 65 –30.1 –3.5
83 100 110 179 Retail–LeisurePrds .. –54.1 –3.8
84 144 132 155 Rtail/Whlslecmp/Cll .. –46.0 –2.6
85 56 46 112 Bldg–Mntnance&S .. –31.4 –3.4
86 64 175 163 Media–Radio/Tv 53 –60.0 –6.5
87 133 126 96 ComptrSftwr–Fincl 85 –46.8 –3.4
88 98 57 80 Internet–Software .. –43.5 –5.8
89 116 103 102 Aerospce/DfnseEqp 85 –46.8 –2.6
90 128 86 41 Transportation–Svcs 81 –26.7 –3.8
91 122 140 168 Chemicals–Plastics .. –47.0 –2.9
92 87 37 107 Bldg–CnstrPrds/Msc 67 –41.7 –2.7
93 105 135 88 Cmptr–IntgrtdSyst 77 –42.4 –2.0
94 95 55 144 Elec–SmicondctrMfg 73 –51.7 –0.1
95 112 144 120 RealEstateOprtions 54 –33.2 –1.8
96 121 133 192 Houshld–CnsmerElc .. –53.3 –1.6
97 69 50 106 CmmlSvcs–MrktRch 82 –37.5 –4.7
98 159 96 71 Telecom–WirlssSvcs 84 –56.9 –5.7
99 81 77 156 RtailWhlsleOffcSup .. –42.2 –4.3
100 111 167 175 Bldg–Mbile/Mfg&Rv .. –52.2 –3.9
101 110 150 34 Bvrages–SftDrinks 78 –44.1 –4.1
102 108 121 177 OfficeSuppliesMfg .. –47.7 –3.3
103 42 44 169 Telecom–Equipment 67 –50.0 –3.1
104 70 47 124 CommlSvcs–Stffng .. –46.0 –3.6
105 139 172 35 Telecom–SrvcsFrgn 76 –49.4 –6.3
106 140 139 95 Elec–SemicndctrEqp .. –55.2 –2.8
107 114 95 149 CompterSftwr–Dsgn 80 –44.2 –3.2
108 153 122 122 Elec–ContractMfg .. –42.8 –1.2
109 96 102 134 Bldg–HandTools 62 –37.0 –4.6
110 68 48 187 Fincecnsmer/CmlLns 77 –49.4 –5.8
111 168 179 145 Oil&Gas–Rfing/Mkt 69 –54.1 –3.4
112 101 53 186 Intrnet–NtwrkSltns .. –49.7 –2.5
113 115 119 46 Trnsprt–AirFreight .. –39.8 –4.1
114 160 173 24 AgriculturalOprtions 62 –39.2 –3.4
115 74 66 44 PollutnCntrl–Eqp 77 –38.0 –3.2
116 59 18 93 Apprel–ClthingMfg 72 –42.3 –5.4
117 104 85 135 Leisure–Products 51 –52.6 –4.5
118 88 141 174 Telcom–FibrOptcs .. –55.1 –4.0
119 146 115 118 CommlSvcs–Leasing 72 –42.6 –3.3
120 85 109 180 Auto/Trck–RplcPrts .. –56.0 –4.7
121 120 98 172 Media–Books .. –49.4 –3.1
122 150 163 148 CommlSvcs–Prntng .. –56.8 –3.9
123 89 25 29 Mchnry–GenIndstrl 68 –43.8 –5.0
124 58 74 115 Paper&PaperProduc 56 –52.1 –5.1
125 118 90 99 Elctricl–Equipmnt 72 –52.0 –4.6
126 132 138 89 Elec–MiscProducts .. –54.9 –6.2
127 163 170 110 Financ–PblInvFdeqt .. –48.4 –2.6
128 143 158 17 Food–MeatProducts .. –40.2 –4.6
129 97 151 141 Banks–MoneyCntr 70 –47.5 –7.7
130 129 128 165 Bldg–Cment/Cncrt .. –47.4 –7.1
131 125 136 158 Internet–Isp .. –49.4 –3.2
132 109 51 27 Mchnry–MtlHdlg .. –42.0 –3.7
133 145 62 108 Trnsprttion–EqpMfg .. –43.6 –7.5
134 78 8 109 Food–DairyProducts .. –34.2 –2.4
135 62 79 104 Bldg–WoodPrds .. –41.6 –8.8
136 136 148 78 Aerospace/Defense .. –43.3 –3.8
137 138 142 162 ConsumerProd–Misc .. –55.4 –3.6
138 127 114 136 ComptrSftwr–Dsktp .. –48.5 –3.0
139 161 134 42 CmptrSftwr–Edu .. –46.7 –5.7
140 124 155 166 Internet–Content 83 –52.5 –6.2
141 171 183 138 AutoManufacturers .. –46.6 –4.8
142 130 147 64 Insrnce–Acc&Heal .. –50.1 +2.2
143 79 17 176 Retail–Misc 76 –58.2 –5.0
144 94 93 159 Media–Cble/StlliteTv 63 –52.7 –7.2
145 152 120 167 Comptr–DataStrge .. –52.3 +0.1
146 134 108 161 Elec–PrtsDistribtrs .. –53.0 –3.5
147 106 84 116 Internet–ECommerce 72 –52.5 –4.3
148 148 149 129 MetalPrds–Fstners .. –39.1 –1.9
149 137 82 100 Elec–Cmpnent/Cntr .. –48.9 –5.2
150 82 41 153 Retail/Whlsle–Jwlry .. –51.4 –3.7
151 102 72 85 Oil&Gas–IntlExplPr .. –58.7 –5.5
152 177 186 91 Finc–PblInvFd–Fn .. –54.8 –4.0
153 151 157 26 Media–Periodicals .. –48.5 –3.0
154 149 181 140 RealEstateDevlpmt .. –55.3 –4.3
155 113 52 43 Medcal–Hospitals .. –39.2 –1.6
156 156 182 56 Oil&Gas–IntlIntegra 71 –52.0 –6.8
157 117 78 146 Comptr–Manufctrs .. –49.4 –2.6
158 167 125 23 Chemicals–Basic .. –39.8 –3.8
159 155 160 154 Office–Eqp&Autom .. –48.2 –6.1
160 93 40 21 MetalProc&Fabrica 53 –57.3 –6.4
161 126 99 151 Leisure–Services 56 –59.8 –3.4
162 166 42 13 Energy–Other 62 –55.1 –5.0
163 157 161 119 ComlSvcs–Advrtsng .. –59.3 –3.1
164 141 113 125 Retail–CnsmrElec .. –54.6 –3.3
165 158 165 130 Media–Diversified 58 –57.4 –2.2
166 164 171 137 Insrnce–Divrsified .. –58.3 –2.2
167 131 80 1 Oil&Gas–USExplPro 68 –41.7 –2.9
168 165 146 128 Transportation–Ship .. –53.2 –5.5
169 172 101 150 Bldg–HeavyConstr .. –56.1 –5.1
170 179 159 123 Househld–Housewrs .. –51.1 –2.4
171 176 195 183 Media–Newspapers .. –64.1 –4.2
172 184 197 8 MetalOres–Gld/Silvr 45 –59.4 +3.8
173 185 137 184 Trucks&Parts–HvyD .. –62.5 –4.3
174 154 129 38 Oil&Gas–FieldServic 55 –53.9 –5.4
175 173 177 32 Oil&GascdnExplPro .. –42.1 –2.1
176 170 145 147 Leisure–Hotels&Mot .. –57.7 –2.3
177 174 164 189 Leisre–Gamng/Equip 54 –72.5 –5.9
178 169 97 132 Machnry–Tools&Re .. –52.6 –4.0
179 147 105 173 Retail–DprtmntStrs .. –59.9 –4.8
180 178 166 37 MetalPrds–Distribtr .. –53.8 –6.6
181 191 188 197 Fnanc–Mrtg&RelSvc .. –82.4 –4.2
182 180 185 196 Leisre–PhtoEqp/Rel .. –60.9 –6.3
183 175 178 121 Banks–Foreign .. –60.1 –8.6
184 188 191 81 Food–Flour&Grain .. –44.6 +1.6
185 182 180 9 Oil&Gas–Drilling 62 –51.3 –5.4
186 190 192 87 Oil&Gas–USIntgrt .. –55.9 –4.5
187 162 107 113 Oil&Gas–Mchnry/Eq 57 –58.5 –5.8
188 181 152 92 Auto/Trck–OrgnlEqp .. –65.3 –6.0
189 183 190 68 Oil&Gas–CdnIntgrt .. –51.5 –1.3
190 186 184 19 Mchinry–Cnstr/Mng .. –58.0 –5.4
191 193 169 4 Machinery–Farm .. –58.7 –4.4
192 189 162 5 Chemicals–Fertilizers 64 –57.5 –1.4
193 196 193 15 MetalOres 54 –59.1 –1.9
194 192 176 139 Auto/Trck–Tirs&M .. –64.2 –6.0
195 195 194 181 Steel–SpcltyAlloys .. –74.1 –2.5
196 194 189 2 Steel–Producers .. –63.4 –5.9
197 197 196 194 Mining–Gems .. –77.0 –1.7

102808
1 2 2 154 Retail–Discnt&Vari .. +9.8–1.6
2 14 59 22 Food–MscPrparation 93 –20.1–1.6
3 43138 23 Tobacco 89 –18.3 0.0
4 4 5 69 Mdcal–Outpnt/HmCr 95 –25.2–5.2
5 9 4 100 CommlSvcs–Schools 97 –15.1–0.9
6 34161 47 Fnanc–IdxTrckngFd .. –29.8–0.7
7 33113 62 Mdcal–Drg/Dvrsified .. –7.8–1.5
8 19 6 60 Medical–Biomed/Bth 90 –32.2–5.9
9 15 41 42 Soap&ClngPreparat .. –13.6–3.5
10 16 47 115 Retail–Spr/MiniMkts 87 –30.9–5.1
11 5 22 95 Retail–DrugStores .. –9.6–4.2
12 1 9 131 Banks–Wst/Sthwst 87 –32.4–1.7
13 18 13 101 ComlSvcs–Scrty 81 –38.6–3.2
14 41 53 65 Utility–GasDstribtn 86 –23.4–4.3
15 6 44 111 Banks–Southeast 87 –24.7–1.9
16 7 3 184 Insurance–Brokers 83 –21.0–3.2
17 31 76 67 Cosmetics/PersnlCre 88 –27.7–1.6
18 10 48 39 Banks–Northeast 88 –19.5–1.8
19 30 26 87 Medical–EthicalDrgs 87 –33.5–3.5
20 21 21 58 Medical–Products 91 –31.5–4.4
21 91 49 196 Trnsprttin–Airlne 83 –40.3 –6.1
22 22 96 108 Financ–Svings&Lo 90 –32.8 –1.8
23 25 95 36 Fnce–InvsmntMgt 65 –44.5 –3.1
24 11 43 79 Banks–Midwest 82 –26.7 –2.4
25 3 12 178 ComptrSftwr–Mdcl 92 –33.1 –1.4
26 12 1 102 Medical–Genetics .. –28.8 –7.3
27 48 82 49 Insrnce–Prp/Cas/Titl 81 –35.6 –5.0
28 8 7 137 Retail/Whlsle–Food 87 –26.1 –1.7
29 13 10 32 Elec–MilitarySystems 91 –8.1 –3.0
30 49 125 134 Utility–WaterSupply 84 –26.3 –3.0
31 45 80 21 Medical–GenercDrgs 87 –19.7 –3.0
32 39 45 51 CommlSvcs–Misc 90 –40.7 –3.2
33 60 102 74 Utility–ElctricPwr 83 –35.9 –3.6
34 137 168 73 FnancepblInvFdbnd .. –23.9 0.0
35 23 51 164 Banks–SuprRgional 84 –34.3 –0.1
36 40 18 30 Medical–Systems/Eqp 85 –43.6 –3.6
37 50 40 20 PollutionCntrl–Svcs 90 –21.2 –6.6
38 77 39 181 Comptr–PrphrlEqp .. –32.6 0.0
39 42 124 17 DvrsifiedOprtions 82 –30.4 –5.6
40 84 146 83 CommlSvcs–Hlthcre .. –39.6 –2.0
41 143 120 9 Oil&Gas–USRoyalty 85 –16.2 –1.7
42 29 17 28 Leisr–Tys/Gms/Hbby .. –21.9 –1.6
43 35 11 53 Mdical/Dntal–Srvcs 84 –42.7 –5.4
44 37 108 89 Apparel–Shoes&Rel 84 –42.4 –1.7
45 24 61 52 CmmlSvcs–Cnsltng 88 –35.3 –4.4
46 81 65 84 Food–Confectionery .. –9.1 –2.5
47 32 14 97 RetlWhsleBldgPrds 87 –22.1 –3.0
48 27 46 122 InvstmntBrokers 82 –56.9 –5.1
49 67 94 141 HsholdofficFurnitr .. –50.3 –5.3
50 74 107 85 Mdcal–WhlsleDrg 83 –32.7 –3.1
51 75 114 43 Retail–MjrDscChns .. –31.0 –1.0
52 62 81 78 Rtail/Whlsle–At/Prts 83 –38.2 –2.1
53 57 55 56 Househld–Applncs .. –40.0 –2.7
54 53 72 24 Containers 82 –37.6 –4.2
55 46 27 13 Trnsportation–Trck 80 –23.0 +0.4
56 17 8 54 Rtail–Clthing/Shoe 84 –43.4 –2.6
57 159 170 68 Oil&Gas–Trnsprt/Pip 87 –37.0 –2.0
58 64 103 191 Mdical–HlthMntOrg 80 –54.6 –7.2
59 76 134 50 Beverages–Alcoholic 77 –29.5 –1.3
60 20 16 6 Bldg–A/C&HeatingP 75 –25.3 –5.1
61 66 93 5 Bldg–Rsidnt/Comml 55 –19.8 –2.7
62 55 56 133 Internet–Software .. –45.7 –3.1
63 68 28 14 Chemicals–Specialty 75 –43.8 –6.6
64 44 57 66 Cmpter–TechSrvcs 86 –34.1 –4.0
65 87 132 121 Medical/Dntal–Sppls 85 –37.6 –4.8
66 70 105 138 Telecom–WirlssEqp 76 –44.8 –3.4
67 26 42 61 Rtail–HmeFrnshngs .. –31.4 –1.9
68 71 34 10 Transportation–Rail 91 –9.3 –4.2
69 58 104 96 FuneralSvcs&Rel .. –35.1 –2.4
70 69 135 147 Leisre–Mvies&Rel 51 –42.0 –2.4
71 65 68 55 FnancialSrvcs–Misc 80 –55.1 –5.5
72 36 62 80 Finance–Reit .. –43.3 –5.7
73 52 37 59 ComptrSftwr–Entr 84 –49.8 –2.8
74 28 29 158 Mdcal–NrsngHmes 84 –51.2 –8.2
75 101 119 185 Telecom–Services 73 –52.6 –2.4
76 56 23 194 Compter–Netwrking 78 –51.5 –2.5
77 187 192 190 Textile–Mill/Hsehold .. –68.7 –0.1
78 85 91 81 Elec–Scntific/Msrng 78 –44.1 –4.2
79 38 67 187 Retail–LeisurePrds .. –55.6 –3.5
80 120 162 37 Bvrages–SftDrinks 80 –44.8 –1.7
81 54 86 124 Retail–Restaurants 82 –49.2 –0.8
82 106 88 177 ComptrSftwr–Scrity .. –48.1 –3.5
83 59 144 151 Media–Radio/Tv 54 –59.8 –3.7
84 97 71 109 Insurance–Life 66 –41.6 –6.0
85 73 141 182 Bldg–Mbile/Mfg&Rv .. –55.1 –5.9
86 88 66 110 Bldg–Mntnance&S .. –33.7 –3.5
87 113 166 152 Retail–MailOrder&Di .. –50.8 –4.1
88 133 139 26 AgriculturalOprtions 66 –42.0 –4.0
89 93 25 161 Telecom–Equipment 69 –51.6 –2.9
90 94 85 173 RtailWhlsleOffcSup .. –43.9 –2.9
91 122 112 34 Transportation–Svcs 81 –27.4 –1.2
92 108 133 157 Rtail/Whlslecmp/Cll .. –48.4 –4.4
93 80 70 119 Elec–SmicondctrMfg 75 –52.1 –1.2
94 118 126 123 ComptrSftwr–Fincl 83 –49.3 –5.3
95 61 60 136 CommlSvcs–Stffng .. –47.5 –2.9
96 123 101 104 Aerospce/DfnseEqp 83 –50.0 –6.1
97 179 181 149 Oil&Gas–Rfing/Mkt 70 –55.5 –3.6
98 51 31 77 Apprel–ClthingMfg 73 –43.9 –2.9
99 126 158 64 Telecom–WirlssSvcs 84 –57.6 –1.7
100 90 15 171 Bldg–Paint&Allied 59 –35.5 –7.8
101 79 30 99 Bldg–CnstrPrds/Msc 65 –43.7 –3.2
102 95 115 107 Bldg–HandTools 64 –39.6 –4.0
103 124 122 106 Elec–SemicndctrEqp .. –56.5 –2.9
104 100 118 174 OfficeSuppliesMfg .. –49.3 –3.0
105 132 174 40 Telecom–SrvcsFrgn 75 –50.9 –3.4
106 47 98 139 CmmlSvcs–MrktRch 82 –40.2 –4.9
107 112 147 129 Cmptr–IntgrtdSyst 76 –45.0 –4.4
108 139 74 188 Houshld–CnsmerElc .. –54.2 –3.3
109 105 33 186 Intrnet–NtwrkSltns .. –51.0 –2.9
110 110 167 31 Food–MeatProducts .. –42.5 –3.3
111 99 155 86 RealEstateOprtions 49 –34.5 –2.0
112 78 64 162 Leisure–Products 53 –53.9 –2.7
113 86 32 25 PollutnCntrl–Eqp 77 –39.8 –3.0
114 102 129 38 Trnsprt–AirFreight .. –43.3 –5.8
115 96 109 183 Auto/Trck–RplcPrts .. –59.3 –7.4
116 144 97 175 Telcom–FibrOptcs .. –55.8 –1.4
117 109 127 135 CommlSvcs–Leasing 72 –44.6 –3.6
118 98 24 15 Mchnry–GenIndstrl 69 –46.0 –4.0
119 116 92 130 CompterSftwr–Dsgn 80 –45.7 –2.5
120 165 180 113 Financ–PblInvFdeqt .. –50.0 –3.0
121 154 163 72 Aerospace/Defense .. –45.1 –3.1
122 72 52 75 Bldg–WoodPrds .. –44.1 –4.1
123 125 90 145 Internet–Isp .. –52.1 –5.5
124 92 73 88 Trnsprttion–EqpMfg .. –45.6 –3.6
125 129 151 169 Media–Books .. –52.5 –5.9
126 135 153 144 CommlSvcs–Prntng .. –59.2 –5.3
127 121 142 170 ConsumerProd–Misc .. –58.0 –5.7
128 63 36 192 Fincecnsmer/CmlLns 73 –51.6 –4.5
129 107 54 148 Internet–Content 82 –53.1 –4.0
130 142 154 118 Elec–ContractMfg .. –45.2 –3.3
131 157 117 44 CmptrSftwr–Edu .. –48.6 –4.6
132 83 87 93 Paper&PaperProduc 55 –55.5 –6.4
133 82 20 180 Retail–Misc 77 –59.4 –3.4
134 134 123 156 Media–Cble/StlliteTv 66 –53.8 –2.6
135 138 69 76 Elec–Cmpnent/Cntr .. –49.9 –3.1
136 103 83 105 Elctricl–Equipmnt 70 –54.0 –4.8
137 131 128 114 ComptrSftwr–Dsktp .. –50.5 –3.8
138 147 149 128 MetalPrds–Fstners .. –40.8 –2.0
139 114 157 140 Banks–MoneyCntr .. –51.0 –6.5
140 156 140 172 Comptr–DataStrge .. –54.0 –3.7
141 111 148 116 Food–DairyProducts .. –40.1 –11
142 89 19 167 Retail/Whlsle–Jwlry .. –53.0 –3.9
143 130 99 163 Chemicals–Plastics .. –49.9 –5.3
144 119 100 160 Bldg–Cment/Cncrt .. –50.7 –6.2
145 169 194 91 Finc–PblInvFd–Fn .. –56.4 –3.5
146 136 111 165 Elec–PrtsDistribtrs .. –54.4 –3.0
147 128 79 63 Internet–ECommerce 72 –54.1 –3.6
148 151 106 18 Chemicals–Basic .. –42.2 –4.9
149 161 164 33 Media–Periodicals .. –51.1 –4.6
150 150 185 153 AutoManufacturers .. –50.8 –7.3
151 115 75 46 Mchnry–MtlHdlg .. –45.9 –6.8
152 145 77 27 Medcal–Hospitals .. –43.3 –6.6
153 152 143 82 Insrnce–Acc&Heal .. –54.0 –7.9
154 146 121 94 Elec–MiscProducts .. –55.8 –5.2
155 127 175 146 RealEstateDevlpmt .. –58.2 –6.3
156 140 35 8 Energy–Other 61 –58.3 –7.4
157 164 172 45 Oil&Gas–IntlIntegra 70 –55.8 –6.1
158 148 89 98 Retail–CnsmrElec .. –56.6 –4.4
159 153 165 142 Office–Eqp&Autom .. –50.5 –7.4
160 104 130 127 Comptr–Manufctrs .. –51.3 –3.7
161 117 38 35 MetalProc&Fabrica 51 –59.5 –5.3
162 149 131 155 Leisure–Services 57 –61.0 –3.8
163 178 177 112 Househld–Housewrs .. –52.3 –2.5
164 163 171 126 Media–Diversified 57 –60.3 –6.8
165 183 50 2 Oil&Gas–USExplPro 67 –45.8 –7.0
166 141 169 150 ComlSvcs–Advrtsng .. –60.7 –4.0
167 171 156 117 Transportation–Ship .. –56.0 –5.3
168 166 58 92 Bldg–HeavyConstr .. –58.1 –4.5
169 155 116 57 Oil&Gas–IntlExplPr .. –62.3 –5.7
170 168 176 143 Insrnce–Divrsified .. –62.3 –11
171 176 193 195 Leisre–PhtoEqp/Rel .. –62.4 –3.9
172 167 196 168 Media–Newspapers .. –65.3 –3.2
173 162 188 12 MetalOres–Gld/Silvr 44 –63.9 –9.6
174 180 159 189 Leisre–Gamng/Equip 55 –73.5 –3.7
175 177 84 16 Oil&Gas–FieldServic 54 –56.8 –6.8
176 160 137 179 Retail–DprtmntStrs .. –60.5 –1.0
177 193 173 197 Fnanc–Mrtg&RelSvc .. –83.2 –4.3
178 186 136 19 Oil&GascdnExplPro .. –47.1 –7.8
179 184 145 176 Trucks&Parts–HvyD .. –64.5 –5.3
180 189 160 7 Oil&Gas–Drilling 63 –53.4 –4.4
181 158 110 132 Machnry–Tools&Re .. –54.5 –4.0
182 188 195 90 Food–Flour&Grain .. –47.4 –5.3
183 175 182 125 Banks–Foreign .. –60.3 –1.5
184 173 152 159 Leisure–Hotels&Mot .. –59.9 –6.1
185 181 178 29 Mchinry–Cnstr/Mng .. –58.7 –1.8
186 174 63 70 Oil&Gas–Mchnry/Eq 56 –62.0 –8.5
187 192 191 71 Oil&Gas–USIntgrt .. –58.8 –6.5
188 170 150 41 MetalPrds–Distribtr .. –57.2 –7.4
189 191 184 48 Oil&Gas–CdnIntgrt .. –56.0 –8.5
190 182 186 3 Machinery–Farm .. –61.0 –6.1
191 190 78 4 Chemicals–Fertilizers 66 –59.2 –4.4
192 172 179 103 Auto/Trck–OrgnlEqp .. –68.3 –8.0
193 195 190 11 MetalOres 54 –62.7 –6.0
194 185 183 120 Auto/Trck–Tirs&M .. –67.2 –8.4
195 194 187 1 Steel–Producers .. –64.4 –7.8
196 196 189 166 Steel–SpcltyAlloys .. –75.7 –6.6
197 197 197 193 Mining–Gems .. –78.5 –6.7

103008
1 2 2 154 Retail–Discnt&Vari .. +22.6+2.0
2 7 3 184 Insurance–Brokers 85 –11.7+0.7
3 4 5 69 Mdcal–Outpnt/HmCr 95 –15.5+3.0
4 9 4 100 CommlSvcs–Schools 98 –4.2+4.8
5 5 22 95 Retail–DrugStores .. –5.4–1.9
6 1 9 131 Banks–Wst/Sthwst 86 –27.9+0.4
7 41 53 65 Utility–GasDstribtn 86 –16.3+0.9
8 14 59 22 Food–MscPrparation 92 –17.0–0.9
9 43138 23 Tobacco 92 –16.2–2.5
10 13 10 32 Elec–MilitarySystems 92 –1.9+0.3
11 19 6 60 Medical–Biomed/Bth 91 –28.2+2.3
12 18 13 101 ComlSvcs–Scrty 81 –34.9+1.6
13 15 41 42 Soap&ClngPreparat .. –8.8+0.9
14 6 44 111 Banks–Southeast 87 –21.7–0.7
15 31 76 67 Cosmetics/PersnlCre 89 –22.8–0.2
16 21 21 58 Medical–Products 91 –27.3+2.0
17 33113 62 Mdcal–Drg/Dvrsified .. –5.8–2.9
18 16 47 115 Retail–Spr/MiniMkts 88 –26.2+0.3
19 10 48 39 Banks–Northeast 87 –16.0–0.2
20 11 43 79 Banks–Midwest 83 –22.0–0.3
21 91 49 196 Trnsprttin–Airlne 84 –37.9 –3.5
22 22 96 108 Financ–Svings&Lo 89 –31.2 –0.2
23 12 1 102 Medical–Genetics .. –22.8 +3.2
24 3 12 178 ComptrSftwr–Mdcl 90 –27.7 +0.8
25 30 26 87 Medical–EthicalDrgs 87 –30.5 –0.1
26 25 95 36 Fnce–InvsmntMgt 69 –40.0 +1.3
27 34 161 47 Fnanc–IdxTrckngFd .. –29.0 +1.0
28 45 80 21 Medical–GenercDrgs 89 –14.6 +1.0
29 48 82 49 Insrnce–Prp/Cas/Titl 81 –30.7 +1.9
30 40 18 30 Medical–Systems/Eqp 88 –39.2 +2.5
31 49 125 134 Utility–WaterSupply 85 –20.3 +1.4
32 29 17 28 Leisr–Tys/Gms/Hbby .. –14.0 +1.8
33 23 51 164 Banks–SuprRgional 85 –28.7 –3.1
34 8 7 137 Retail/Whlsle–Food 86 –22.7 +0.5
35 60 102 74 Utility–ElctricPwr 84 –31.1 –0.9
36 39 45 51 CommlSvcs–Misc 90 –37.1 –0.3
37 32 14 97 RetlWhsleBldgPrds 89 –14.5 +0.7
38 75 114 43 Retail–MjrDscChns 91 –20.4 +2.0
39 81 65 84 Food–Confectionery .. –1.2 +0.1
40 77 39 181 Comptr–PrphrlEqp .. –29.0 –1.4
41 143 120 9 Oil&Gas–USRoyalty 84 –13.1 +4.0
42 50 40 20 PollutionCntrl–Svcs 84 –19.2 +2.4
43 62 81 78 Rtail/Whlsle–At/Prts 85 –29.6 +4.3
44 137 168 73 FnancepblInvFdbnd .. –23.3 0.0
45 27 46 122 InvstmntBrokers 83 –51.9 –0.4
46 42 124 17 DvrsifiedOprtions 82 –27.4 +1.8
47 17 8 54 Rtail–Clthing/Shoe 86 –35.6 +2.0
48 20 16 6 Bldg–A/C&HeatingP 77 –15.8 +2.3
49 84 146 83 CommlSvcs–Hlthcre .. –37.8 –0.3
50 38 67 187 Retail–LeisurePrds .. –51.8 +2.0
51 67 94 141 HsholdofficFurnitr .. –47.0 –1.0
52 35 11 53 Mdical/Dntal–Srvcs 78 –41.5 +1.9
53 37 108 89 Apparel–Shoes&Rel 84 –39.2 +0.7
54 74 107 85 Mdcal–WhlsleDrg 85 –30.2 –2.5
55 71 34 10 Transportation–Rail 93 +1.5 +4.0
56 46 27 13 Trnsportation–Trck 79 –18.4 +3.0
57 24 61 52 CmmlSvcs–Cnsltng 84 –32.7 –0.4
58 28 29 158 Mdcal–NrsngHmes 87 –48.1 +2.3
59 159 170 68 Oil&Gas–Trnsprt/Pip 86 –34.6 +1.3
60 58 104 96 FuneralSvcs&Rel .. –29.9 +0.9
61 26 42 61 Rtail–HmeFrnshngs .. –29.1 +3.4
